PWGTP,SEX,RAC1P,AGEP,PUMA,ST,
160,2,1,20,901,31,
102,2,1,55,902,31,
121,1,1,57,902,31,
224,2,1,29,904,31,
200,1,1,60,902,31,
92,2,1,35,901,31,
102,1,1,35,901,31,
33,1,1,78,902,31,
103,1,1,67,902,31,
82,2,1,71,902,31,
15,2,1,78,904,31,
79,2,1,30,902,31,
75,1,1,31,902,31,
68,1,1,72,904,31,
61,2,2,62,903,31,
69,1,2,66,903,31,
145,1,2,31,903,31,
96,2,1,61,904,31,
80,1,1,63,904,31,
120,1,1,30,903,31,
96,2,1,84,901,31,
119,1,1,86,901,31,
118,1,1,40,902,31,
125,2,1,40,902,31,
51,1,1,71,904,31,
79,2,1,61,904,31,
133,2,1,40,904,31,
63,1,1,60,901,31,
71,2,1,58,901,31,
81,2,1,68,901,31,
116,2,1,94,901,31,
97,1,1,40,904,31,
106,2,8,42,904,31,
96,1,1,51,903,31,
107,2,9,53,903,31,
13,1,1,73,904,31,
179,1,6,49,901,31,
201,2,6,34,901,31,
113,2,1,18,903,31,
45,2,1,18,904,31,
29,2,1,77,902,31,
62,2,1,34,903,31,
81,1,1,49,903,31,
31,2,1,71,901,31,
52,1,1,78,902,31,
60,2,1,78,902,31,
97,2,1,29,901,31,
133,1,1,30,901,31,
173,1,1,44,903,31,
207,2,1,37,903,31,
137,2,1,48,903,31,
98,1,1,25,903,31,
98,1,1,55,904,31,
76,2,2,28,901,31,
102,1,1,46,902,31,
134,2,1,39,902,31,
65,1,1,52,903,31,
105,2,1,53,903,31,
74,1,1,46,904,31,
175,1,6,21,903,31,
206,2,6,19,903,31,
319,1,6,59,903,31,
404,2,6,48,903,31,
316,1,6,74,903,31,
256,1,6,22,903,31,
72,2,1,76,904,31,
102,1,1,73,904,31,
93,2,1,90,901,31,
97,2,1,77,901,31,
163,1,1,78,901,31,
297,1,2,21,901,31,
138,2,1,62,904,31,
100,2,1,90,902,31,
76,2,1,94,904,31,
219,1,1,30,901,31,
167,2,1,25,901,31,
190,1,1,80,901,31,
161,2,1,82,901,31,
49,2,1,65,902,31,
66,1,1,71,902,31,
98,2,1,85,902,31,
126,1,2,33,904,31,
52,2,1,20,904,31,
136,2,1,53,901,31,
192,2,1,53,901,31,
90,1,2,29,904,31,
178,1,2,35,901,31,
118,2,2,29,901,31,
45,1,1,76,904,31,
129,2,1,27,901,31,
179,1,1,29,901,31,
130,1,1,29,901,31,
96,2,1,40,901,31,
137,1,1,51,901,31,
104,2,1,74,903,31,
282,1,1,57,901,31,
313,2,1,57,901,31,
81,2,9,57,903,31,
191,1,2,33,903,31,
100,1,2,27,904,31,
237,1,1,52,904,31,
105,1,1,36,904,31,
106,1,1,65,904,31,
176,2,1,39,902,31,
171,1,1,39,902,31,
520,2,2,35,901,31,
620,1,2,38,901,31,
169,1,1,55,901,31,
99,1,1,62,902,31,
89,2,1,61,902,31,
209,2,1,31,902,31,
137,1,1,28,902,31,
81,1,1,61,901,31,
92,2,1,64,901,31,
137,1,1,50,901,31,
100,2,1,47,901,31,
45,1,1,34,901,31,
37,2,1,32,901,31,
278,1,1,61,901,31,
71,2,1,40,904,31,
65,1,1,49,904,31,
308,2,2,43,902,31,
11,2,1,22,904,31,
283,2,1,49,904,31,
204,1,3,53,904,31,
133,1,9,29,904,31,
133,1,9,20,904,31,
327,2,1,21,904,31,
66,1,1,36,902,31,
57,2,1,28,902,31,
134,2,1,32,904,31,
126,1,1,31,904,31,
125,2,1,29,904,31,
161,2,1,25,901,31,
43,1,6,21,903,31,
131,1,1,21,903,31,
68,1,1,47,904,31,
73,2,1,40,904,31,
92,1,1,56,901,31,
104,2,1,57,901,31,
365,1,6,33,902,31,
417,2,6,29,902,31,
60,2,1,35,901,31,
35,1,3,21,904,31,
100,1,1,55,901,31,
80,2,1,74,902,31,
81,1,1,75,902,31,
65,1,1,61,901,31,
89,1,1,46,902,31,
119,2,1,37,902,31,
95,1,1,69,901,31,
84,2,1,72,901,31,
100,1,1,67,901,31,
94,2,1,68,901,31,
64,2,1,22,902,31,
70,1,1,24,902,31,
62,1,1,73,901,31,
220,2,1,43,904,31,
174,1,1,44,904,31,
48,1,1,63,904,31,
70,2,2,62,904,31,
118,1,1,78,901,31,
89,2,1,21,904,31,
72,1,1,69,904,31,
72,2,1,66,904,31,
96,1,1,40,904,31,
108,2,1,68,904,31,
98,2,1,72,901,31,
111,1,1,74,901,31,
301,1,1,57,904,31,
348,2,1,19,904,31,
82,1,1,20,904,31,
136,1,1,53,904,31,
109,1,1,75,901,31,
91,2,1,70,901,31,
100,1,2,51,904,31,
93,1,1,55,901,31,
49,1,1,64,904,31,
107,2,1,18,904,31,
86,2,2,75,901,31,
82,1,1,48,902,31,
82,2,1,49,902,31,
117,1,1,21,902,31,
48,1,1,75,902,31,
58,2,1,75,902,31,
91,1,1,48,902,31,
121,2,1,44,902,31,
35,2,1,94,903,31,
69,1,1,54,904,31,
48,2,1,58,904,31,
118,2,1,44,902,31,
93,1,1,46,902,31,
202,2,1,26,904,31,
147,1,1,23,904,31,
128,1,1,55,903,31,
97,2,1,56,903,31,
222,1,1,25,903,31,
182,1,1,21,903,31,
88,2,1,89,901,31,
94,1,1,56,901,31,
104,2,1,55,901,31,
98,1,1,38,901,31,
91,2,1,30,901,31,
181,1,1,50,901,31,
159,2,1,50,901,31,
168,1,1,20,901,31,
126,1,1,18,901,31,
85,2,1,55,904,31,
75,1,1,56,904,31,
131,1,1,29,904,31,
91,2,1,85,904,31,
129,2,1,27,904,31,
171,1,1,83,902,31,
127,2,1,40,902,31,
183,2,2,67,903,31,
154,2,1,41,904,31,
326,2,1,44,902,31,
257,1,1,46,902,31,
115,1,1,66,901,31,
120,2,1,61,901,31,
90,1,1,57,903,31,
35,2,1,58,901,31,
179,1,1,65,901,31,
10,1,1,22,904,31,
59,1,1,73,902,31,
48,2,1,72,902,31,
100,2,1,58,901,31,
92,1,1,30,904,31,
133,2,1,31,904,31,
12,2,1,89,904,31,
126,1,1,47,904,31,
179,2,1,41,904,31,
188,1,1,24,904,31,
233,2,1,22,904,31,
57,2,1,87,901,31,
169,2,1,82,901,31,
258,2,1,44,901,31,
74,1,1,40,902,31,
78,1,1,19,904,31,
55,2,1,19,904,31,
122,2,1,23,901,31,
132,2,1,29,901,31,
164,2,1,23,901,31,
632,1,1,37,901,31,
87,1,1,24,901,31,
26,1,1,37,902,31,
34,2,1,31,902,31,
97,2,1,28,901,31,
135,1,1,33,901,31,
143,1,1,54,901,31,
104,2,1,61,901,31,
155,1,1,61,902,31,
45,1,1,73,904,31,
100,2,1,55,904,31,
91,1,1,23,904,31,
91,1,1,22,904,31,
354,2,1,30,903,31,
307,1,1,49,903,31,
103,2,1,35,902,31,
82,1,1,46,902,31,
92,2,1,48,901,31,
96,1,1,69,901,31,
37,1,1,79,903,31,
198,2,1,51,901,31,
481,1,1,53,901,31,
346,2,1,48,901,31,
490,2,1,67,902,31,
83,1,1,62,901,31,
94,2,1,59,901,31,
128,2,1,52,903,31,
98,1,1,56,903,31,
114,1,8,67,901,31,
184,1,1,30,901,31,
137,2,1,29,901,31,
229,1,1,24,903,31,
177,2,1,28,903,31,
105,2,1,83,901,31,
102,1,1,37,902,31,
108,2,1,35,902,31,
32,1,1,87,903,31,
103,2,1,59,901,31,
98,1,1,58,901,31,
216,1,1,54,901,31,
159,2,1,59,901,31,
76,2,1,38,902,31,
136,2,1,33,902,31,
119,1,1,37,902,31,
129,2,1,45,903,31,
57,1,2,65,902,31,
390,2,2,38,903,31,
270,2,2,19,903,31,
68,2,1,37,902,31,
65,1,1,37,902,31,
123,1,9,31,901,31,
403,1,1,31,901,31,
308,2,1,29,901,31,
160,2,1,25,901,31,
164,1,1,26,901,31,
77,1,1,23,902,31,
74,2,1,23,902,31,
39,2,1,74,904,31,
128,2,1,52,902,31,
100,1,1,38,901,31,
95,2,1,36,901,31,
94,1,1,59,901,31,
104,2,1,61,901,31,
45,2,6,18,903,31,
160,1,1,61,903,31,
119,2,1,62,903,31,
88,2,1,79,901,31,
92,1,1,64,901,31,
89,2,1,69,901,31,
148,1,1,77,903,31,
179,2,1,75,903,31,
174,1,1,70,901,31,
118,2,1,20,901,31,
97,1,1,21,901,31,
103,2,1,62,904,31,
207,1,6,23,903,31,
273,1,6,26,903,31,
356,1,2,42,901,31,
345,2,1,24,901,31,
103,2,1,58,901,31,
97,1,1,59,901,31,
75,1,1,60,904,31,
82,2,1,59,904,31,
177,1,1,66,902,31,
143,2,1,65,902,31,
353,2,1,54,901,31,
278,1,1,55,901,31,
393,2,1,27,901,31,
171,2,1,59,901,31,
176,1,1,65,901,31,
102,2,1,87,904,31,
139,2,1,58,901,31,
132,1,1,61,901,31,
76,1,2,26,903,31,
87,1,1,38,903,31,
138,2,1,31,903,31,
58,2,1,65,904,31,
39,1,1,75,904,31,
92,2,1,60,902,31,
110,1,1,63,902,31,
123,2,1,18,902,31,
46,2,1,86,903,31,
165,2,2,23,903,31,
98,2,1,64,901,31,
101,1,1,67,901,31,
131,1,1,25,901,31,
66,2,1,63,901,31,
60,1,1,63,901,31,
62,1,1,70,902,31,
50,2,1,71,902,31,
122,2,2,36,903,31,
130,1,2,68,903,31,
251,2,1,59,904,31,
89,2,1,68,901,31,
101,1,1,70,901,31,
93,2,1,58,904,31,
81,1,1,59,904,31,
122,2,1,58,904,31,
133,2,1,94,904,31,
139,2,1,32,902,31,
133,1,1,32,902,31,
82,2,1,94,902,31,
213,2,1,25,904,31,
62,2,1,78,902,31,
116,1,1,40,902,31,
82,1,1,65,903,31,
87,2,1,63,903,31,
60,2,1,62,902,31,
71,1,1,64,902,31,
82,1,1,53,902,31,
60,2,1,47,902,31,
291,2,1,62,901,31,
387,1,1,29,901,31,
35,1,9,59,903,31,
115,1,1,57,902,31,
102,2,1,57,902,31,
142,2,1,34,904,31,
98,1,1,33,904,31,
141,2,1,33,904,31,
87,1,1,71,901,31,
82,2,1,69,901,31,
31,2,1,80,901,31,
232,1,1,32,902,31,
51,1,1,58,904,31,
206,1,1,30,903,31,
196,2,1,28,903,31,
320,2,1,35,901,31,
15,1,1,21,904,31,
96,1,1,65,901,31,
97,2,1,64,901,31,
329,2,1,85,901,31,
191,1,1,39,902,31,
243,2,1,34,902,31,
130,2,1,59,903,31,
107,1,1,48,903,31,
203,1,1,32,903,31,
73,1,1,94,904,31,
72,2,1,90,904,31,
183,1,1,50,904,31,
126,1,1,32,902,31,
111,1,1,36,902,31,
105,1,1,55,901,31,
120,2,1,43,901,31,
155,1,1,25,901,31,
13,2,2,19,904,31,
89,1,1,48,902,31,
112,2,9,35,902,31,
101,1,1,36,902,31,
108,1,1,58,901,31,
120,2,1,57,901,31,
157,1,1,26,901,31,
151,1,1,21,901,31,
123,2,1,18,901,31,
331,1,1,21,901,31,
107,1,1,63,902,31,
97,2,1,60,902,31,
249,2,1,50,903,31,
63,2,1,56,902,31,
80,1,1,34,904,31,
115,2,1,30,904,31,
124,2,1,52,901,31,
95,1,1,57,901,31,
135,1,1,24,901,31,
132,1,1,23,901,31,
324,2,1,46,904,31,
297,2,1,30,904,31,
450,2,1,28,904,31,
386,1,1,26,904,31,
311,1,1,23,904,31,
55,2,1,75,902,31,
168,2,1,55,901,31,
217,1,1,20,901,31,
92,2,1,65,901,31,
183,2,9,51,903,31,
50,2,1,70,901,31,
86,2,2,80,901,31,
135,2,1,48,903,31,
113,2,1,53,901,31,
134,1,1,50,901,31,
70,2,1,69,902,31,
90,1,1,70,902,31,
142,2,1,94,902,31,
103,1,1,67,901,31,
107,2,1,59,901,31,
108,2,1,47,904,31,
134,1,1,51,901,31,
119,2,1,27,901,31,
72,1,1,23,901,31,
107,2,1,42,901,31,
65,1,6,34,904,31,
127,2,6,32,904,31,
127,2,1,45,904,31,
176,1,8,56,902,31,
206,2,8,56,902,31,
301,1,1,36,902,31,
311,1,1,46,903,31,
440,2,1,45,903,31,
101,1,1,62,902,31,
72,2,1,68,902,31,
64,1,1,77,904,31,
64,2,1,75,904,31,
103,1,1,74,901,31,
97,2,1,70,901,31,
99,2,1,84,904,31,
107,2,1,55,901,31,
154,1,1,50,901,31,
48,2,1,60,904,31,
44,1,1,63,904,31,
367,1,1,43,904,31,
84,1,1,51,902,31,
89,1,1,19,904,31,
95,1,1,73,901,31,
89,2,1,67,901,31,
95,1,1,52,903,31,
85,1,1,55,901,31,
114,2,1,53,901,31,
99,2,1,28,904,31,
99,1,1,28,904,31,
132,2,1,20,901,31,
119,2,1,18,901,31,
213,1,1,31,903,31,
267,2,1,30,903,31,
80,1,6,54,902,31,
104,2,2,43,902,31,
90,2,9,19,902,31,
107,2,1,90,902,31,
306,1,1,44,903,31,
193,2,1,49,903,31,
317,1,6,37,903,31,
393,2,6,37,903,31,
98,2,1,33,901,31,
110,1,1,37,901,31,
62,2,6,20,903,31,
750,1,1,38,903,31,
708,2,1,43,903,31,
74,1,1,55,903,31,
71,2,1,60,901,31,
73,1,1,68,901,31,
73,2,1,40,901,31,
81,1,1,40,901,31,
77,2,1,18,901,31,
28,1,1,60,904,31,
146,1,1,50,901,31,
103,2,1,45,901,31,
99,1,1,19,901,31,
108,2,1,36,902,31,
104,1,1,39,902,31,
91,2,1,46,902,31,
128,1,1,52,902,31,
105,2,1,42,901,31,
118,1,1,43,901,31,
107,1,1,36,904,31,
104,2,1,81,902,31,
58,2,1,57,903,31,
93,2,1,53,903,31,
112,1,1,59,902,31,
99,2,1,58,902,31,
128,2,1,19,902,31,
102,2,6,54,902,31,
83,1,6,57,902,31,
93,2,1,81,901,31,
94,2,1,55,901,31,
93,1,6,46,901,31,
8,1,1,26,901,31,
80,1,2,70,903,31,
85,2,2,70,903,31,
298,1,1,29,901,31,
113,1,1,35,902,31,
118,2,1,40,902,31,
65,1,6,75,902,31,
80,2,6,72,902,31,
115,1,1,76,901,31,
96,2,1,29,901,31,
127,2,1,43,902,31,
148,1,1,21,902,31,
154,1,1,18,902,31,
116,2,1,56,904,31,
39,1,2,73,904,31,
62,1,1,71,902,31,
49,2,1,70,902,31,
93,1,1,47,902,31,
97,1,1,57,903,31,
74,1,1,86,902,31,
87,2,1,79,902,31,
107,2,1,57,901,31,
71,2,1,37,902,31,
70,1,1,41,902,31,
63,1,6,27,903,31,
102,1,6,19,903,31,
102,1,6,49,903,31,
164,2,6,48,903,31,
155,2,6,72,903,31,
128,1,6,70,903,31,
195,1,6,36,903,31,
154,1,1,60,901,31,
173,2,1,55,901,31,
228,1,6,21,901,31,
220,2,1,81,901,31,
140,2,1,31,903,31,
131,1,1,35,903,31,
161,1,1,54,904,31,
103,2,1,44,901,31,
98,1,1,45,901,31,
91,1,1,74,902,31,
74,2,1,70,902,31,
220,1,1,57,904,31,
257,2,1,59,904,31,
64,1,1,42,903,31,
112,1,1,65,904,31,
75,1,3,49,903,31,
108,2,1,37,901,31,
120,1,1,40,901,31,
264,1,1,80,902,31,
264,2,1,70,902,31,
101,2,1,49,901,31,
128,2,1,73,901,31,
89,1,1,65,901,31,
442,2,1,44,904,31,
265,1,1,23,901,31,
122,1,1,41,903,31,
124,2,1,31,903,31,
5,1,1,60,903,31,
32,1,2,74,903,31,
81,1,1,64,904,31,
88,2,1,49,904,31,
115,2,2,65,902,31,
48,1,2,75,902,31,
115,2,1,45,904,31,
163,1,1,68,902,31,
130,2,1,66,902,31,
93,2,1,63,901,31,
90,1,1,61,901,31,
127,1,1,29,901,31,
56,1,1,27,904,31,
54,2,1,26,904,31,
101,1,1,66,902,31,
99,2,1,64,902,31,
159,1,1,27,902,31,
125,2,1,24,902,31,
118,2,1,24,901,31,
136,2,2,67,903,31,
95,2,1,64,901,31,
174,1,1,32,901,31,
43,1,6,47,904,31,
54,2,1,45,904,31,
295,2,1,66,901,31,
193,1,9,35,904,31,
73,2,1,42,902,31,
70,1,1,44,902,31,
71,1,1,27,904,31,
121,1,1,56,902,31,
101,2,1,77,901,31,
125,1,1,79,901,31,
62,1,1,49,901,31,
67,2,1,44,901,31,
86,2,2,54,904,31,
125,1,1,46,903,31,
112,1,1,56,902,31,
119,2,1,54,902,31,
173,2,1,39,901,31,
191,1,1,42,901,31,
85,2,1,64,903,31,
78,1,1,65,903,31,
149,1,1,50,901,31,
107,2,1,48,901,31,
157,2,1,94,901,31,
50,1,6,26,901,31,
82,1,1,57,904,31,
121,2,1,54,904,31,
126,1,1,33,902,31,
95,2,1,28,902,31,
132,2,1,68,902,31,
229,2,1,30,902,31,
154,2,1,55,902,31,
290,2,1,45,902,31,
83,1,1,34,901,31,
153,2,1,49,902,31,
42,1,1,60,904,31,
51,2,1,45,904,31,
84,1,1,76,904,31,
50,1,1,94,902,31,
58,2,1,88,902,31,
114,2,2,55,903,31,
158,1,2,21,903,31,
27,1,1,61,902,31,
25,2,1,56,902,31,
30,1,1,20,902,31,
32,1,1,20,902,31,
122,2,1,83,903,31,
90,2,1,79,904,31,
181,2,1,52,904,31,
151,2,1,25,904,31,
100,2,1,25,902,31,
117,1,1,94,904,31,
33,2,1,34,901,31,
39,1,1,36,901,31,
183,2,1,39,901,31,
80,2,1,69,902,31,
103,1,1,74,902,31,
64,2,9,48,904,31,
96,1,1,60,904,31,
89,1,1,58,901,31,
157,1,1,64,903,31,
116,2,6,66,903,31,
120,2,1,70,904,31,
85,1,1,55,901,31,
150,1,1,50,904,31,
102,2,1,55,902,31,
132,1,1,50,902,31,
165,1,1,19,902,31,
352,1,1,41,904,31,
83,1,1,56,901,31,
169,2,8,60,901,31,
69,2,2,60,903,31,
146,1,1,53,901,31,
128,2,1,50,901,31,
98,2,1,88,902,31,
84,1,1,89,902,31,
100,1,1,67,902,31,
101,2,1,59,902,31,
118,1,1,33,901,31,
93,2,1,34,901,31,
90,1,1,47,902,31,
91,2,1,46,902,31,
104,1,1,33,903,31,
92,1,1,55,901,31,
122,2,1,54,901,31,
132,2,1,29,901,31,
115,2,2,60,903,31,
168,2,2,21,903,31,
55,1,1,47,902,31,
72,2,1,41,902,31,
401,2,2,56,904,31,
250,1,2,67,904,31,
315,1,2,27,904,31,
6,1,1,20,901,31,
107,1,1,37,902,31,
118,2,2,59,903,31,
175,2,2,62,903,31,
6,1,1,89,904,31,
116,1,1,36,904,31,
109,1,1,85,901,31,
92,2,1,84,901,31,
130,2,1,47,901,31,
50,1,1,62,904,31,
55,2,1,63,904,31,
62,2,1,24,904,31,
457,2,1,58,902,31,
481,1,1,66,902,31,
102,2,1,63,902,31,
143,1,1,31,901,31,
113,2,1,31,901,31,
77,2,1,19,904,31,
64,1,9,40,903,31,
111,1,1,34,902,31,
128,2,1,32,902,31,
70,1,1,67,904,31,
120,1,1,51,902,31,
89,2,1,49,902,31,
115,2,1,20,902,31,
89,2,1,29,901,31,
92,1,1,29,901,31,
109,2,1,50,902,31,
85,1,1,48,902,31,
47,1,1,88,904,31,
286,2,1,25,901,31,
118,2,1,39,904,31,
77,1,1,55,904,31,
113,2,1,65,903,31,
70,2,1,36,902,31,
68,1,1,41,902,31,
76,1,1,79,904,31,
109,2,1,74,904,31,
174,1,1,48,904,31,
348,2,1,29,903,31,
69,2,1,41,901,31,
76,1,1,44,901,31,
65,1,1,19,901,31,
122,1,2,60,903,31,
158,1,1,48,904,31,
63,1,1,66,903,31,
89,2,1,65,903,31,
114,2,1,28,903,31,
176,1,1,28,903,31,
92,2,1,35,901,31,
103,1,1,35,901,31,
182,1,1,29,901,31,
81,2,1,51,904,31,
111,2,1,54,901,31,
137,1,1,54,901,31,
95,2,1,18,903,31,
65,1,1,45,901,31,
67,2,1,45,901,31,
90,1,1,66,903,31,
125,2,1,67,903,31,
97,1,1,67,901,31,
89,2,1,67,901,31,
176,2,1,47,901,31,
105,2,1,64,902,31,
233,2,1,31,902,31,
213,1,1,32,902,31,
134,1,1,50,901,31,
91,1,1,19,901,31,
64,2,6,42,901,31,
125,1,6,42,901,31,
61,2,1,48,904,31,
44,1,2,37,904,31,
83,2,1,65,902,31,
146,2,1,44,904,31,
44,2,1,88,903,31,
53,2,1,19,903,31,
397,1,1,53,902,31,
54,2,1,75,901,31,
37,1,5,24,901,31,
107,2,3,23,901,31,
220,2,2,49,903,31,
80,2,2,27,904,31,
17,2,1,20,904,31,
11,1,1,19,904,31,
120,2,1,37,902,31,
116,1,1,39,902,31,
136,2,2,58,903,31,
146,1,2,56,903,31,
182,1,2,35,903,31,
138,1,9,37,902,31,
108,2,1,29,902,31,
27,1,1,26,903,31,
217,1,1,31,901,31,
170,2,1,31,901,31,
59,2,2,42,902,31,
